Trial, SoundSpeed, SoundAngle, MovSpeed, MovAngle, soundStart, startDragTime, endDragTime, randomHorizontalInterval, randomVerticalInterval
0,190.2523432280986,321.5016366776505,113.74438966109089,328.3351063410459,1739887021457,1739887027256,1739887028981,201.48234760565717,253.31287844028094
1,57.11703199929717,63.50893998570882,121.32510679657533,69.34108993669253,1739887033483,1739887038886,1739887040498,1177.508702125088,586.8547987052841
2,116.79639843164136,122.10274885358638,112.6656846715705,127.46055486049067,1739887044999,1739887050076,1739887051798,483.32382190364496,303.22077575292604
3,135.5268669300809,350.1075643991062,109.60329927610604,337.9829912320474,1739887056299,1739887061280,1739887063081,224.69914635996795,1288.4724022888367
4,42.15929334702529,52.75854132838674,107.11398054455498,57.869174672668976,1739887067582,1739887072373,1739887074181,1175.8359249097316,893.8498016586068
5,69.26103927684554,289.81472347552995,70.11380844676924,293.510401201401,1739887078683,1739887084495,1739887087248,1277.787314946821,460.40269195727745
6,93.75821292248946,111.68781909876031,98.63742551495386,111.25050550713325,1739887091748,1739887097473,1739887099431,865.8439882640284,344.3479627015745
7,94.09751775372975,339.4019958771452,97.2173219800511,334.48612957246576,1739887103932,1739887111225,1739887113231,340.59159755964083,906.2251102401206
8,39.23358077302812,220.30374218908284,120.05207889877312,206.6973737582518,1739887117732,1739887131218,1739887132831,1002.6552964499627,1182.1340148264176
9,89.82587544769596,25.491412097926855,82.58211915486272,15.461217740441896,1739887137332,1739887142469,1739887144831,369.9989612369347,776.0182717956671
10,46.61556319124452,205.9633059526346,81.5258671747712,199.27609885346783,1739887149332,1739887156770,1739887159148,715.8047671749003,1470.0059240077007
11,88.51268706548457,46.91489577916224,76.62488822499411,30.405533651000837,1739887163649,1739887171587,1739887174114,496.1827545032087,464.0777083367166
12,52.55414532578161,331.34749725442447,75.76123177727689,299.7448812969422,1739887178615,1739887185510,1739887188064,650.4971465850109,1190.4992161557484
13,72.17536615014335,288.1871191154451,98.64800272211991,294.7131768804659,1739887192566,1739887198850,1739887200814,1331.7073323838654,437.5113679112581
14,69.1133922657512,335.92054318311057,72.04726703746046,333.0389013553671,1739887205315,1739887210887,1739887213581,475.4419865266482,1063.887089067366
15,80.77451538063954,163.7636433778157,100.39414376776081,150.40137436372623,1739887218082,1739887225128,1739887227064,386.8325211029055,1328.339568411506
16,96.97362364362867,152.01122020589264,95.70452704414062,151.97971084458607,1739887231564,1739887239540,1739887241564,350.3381993804653,659.2017151393104
17,68.59142020841627,126.73222397156343,95.45565326678314,118.42120922452688,1739887246065,1739887252039,1739887254064,731.2991979094531,545.7336935633217
18,49.40052680571072,66.19745633700728,76.6391950681873,54.255727744552246,1739887258565,1739887264722,1739887267246,1504.712997742311,663.7373060577561
19,44.80058700552734,25.427190828800462,50.57105662083676,13.172553423326917,1739887271748,1739887278696,1739887282514,741.4579000606569,1559.596113003386
20,50.6489929443417,227.52039775637164,68.417554064196,239.18876071064975,1739887287015,1739887295122,1739887297947,877.0732872557617,803.11535658691
21,83.05276042724257,147.42142253656112,76.74051352936735,157.53941599850327,1739887302448,1739887308322,1739887310846,428.6649840262271,670.8372288447969
22,90.82035911386451,75.26901948561772,108.68578448121443,69.40927210940265,1739887315347,1739887321235,1739887323014,1299.045206236764,341.54898927819215
23,40.484483577701184,146.52503219504092,84.76437301375702,144.9107448001547,1739887327515,1739887338069,1739887340347,888.3836026827911,1343.4761373439906
24,67.46156038246984,324.3081519024007,66.42977149958551,331.31874657329854,1739887344848,1739887352280,1739887355197,547.5449494863811,762.2182504237792
25,31.607716597321428,52.69809413238545,69.18087949457012,61.31874657329854,1739887359698,1739887365396,1739887368197,1566.1914841306636,1193.2005134452443
26,30.680010889239988,140.1915493911789,63.98867139056543,155.40988283380398,1739887372698,1739887379138,1739887382180,1272.9097176210971,1527.3355772175512
27,41.48812785855952,150.26111740589022,51.90136780051488,153.30262624174816,1739887386681,1739887394066,1739887397797,832.7795957932401,1457.7185653859915
28,133.97092532899921,129.27496226867925,107.53204288028725,105.53991236963361,1739887402298,1739887407625,1739887409430,353.73475026568394,289.2704952306233
29,107.78873590044628,190.67774555708542,109.96630306560895,198.99665415548856,1739887413931,1739887419870,1739887421630,283.2263273204414,1502.1308005826604
30,62.95518812138815,321.6995652086037,60.07576682842698,325.4914770123316,1739887426131,1739887432981,1739887436213,607.2204837081329,768.862494805289
31,36.975375219310706,233.37597382543186,104.291772816381,234.66866866108361,1739887440715,1739887452673,1739887454530,1360.0455778587857,1010.9441360953205
32,33.88843839336502,326.3460174561759,38.91439854379841,328.93483511450137,1739887459032,1739887467550,1739887472530,1063.5009877272346,1597.4303733260958
33,52.33714896608731,295.334398356204,54.199282395526886,299.08338148465987,1739887477031,1739887489362,1739887492930,1339.579008070368,634.2003124469541
