Trial, UserSpeed, UserAngle, horizontalInterval, verticalInterval
1,96.6725455572313,-139.5173709350924,408,478
2,193.32703309411573,-107.82254694806906,507,163
3,182.92746939073191,-130.6012946450045,252,216
4,173.48995945740202,42.08521672696387,233,258
5,171.9725374431469,85.44164119680464,2195,175
6,192.49993325029558,87.43916597579502,3488,156
7,221.11723229230316,-12.557970811237608,139,624
8,164.70020557082324,-62.68940017999222,397,205
9,228.3122317130699,-72.20699383308255,430,138
10,227.4274450812178,-72.91520678854398,449,138
11,211.5136121559719,-80.05174890669484,821,144
12,166.14649964418072,-82.79664388858407,1440,182
13,136.3456083841335,-63.43494882292201,492,246
14,129.83907612504575,-68.69734422251713,636,248
15,119.72431370915704,-161.00879894999733,265,770
16,142.9948630692639,150.94539590092285,240,432
17,193.74853882215203,83.00807465333222,1272,156
18,203.47095880852723,56.901606238167574,270,176
19,176.55909817862806,76.15379158817348,710,175
20,193.69525559533895,-87.7686386214477,3978,155
21,20.474114149639888,-40.74390985641693,1934,2245
22,201.0540577331254,138.90354349909978,198,227
23,71.89571899711618,-55.88552705465874,744,504
24,94.38383888917988,48.10602709561643,476,427
25,98.23769722632426,-45.79572355273928,438,426
26,122.13264600406661,133.02506598911802,360,336
27,193.10752416590663,-106.4687562536555,548,162
28,146.55243687653936,67.23416864600436,529,222
29,82.63990452446035,-48.32740424172657,546,486
30,165.58384737493444,65.56590171002694,438,199
31,118.16464441517081,70.10327516078682,746,270
32,133.27643270151492,-66.2092261342228,558,246
33,153.09543180991957,111.07272661995057,545,210
34,142.18726981776166,-66.54097591853844,530,230
35,164.28359421276735,-79.04593735660167,961,186
36,191.09825721891585,75.70967491818229,636,162
37,210.55180365313635,100.69170840740942,768,145
38,165.81275737782585,-77.9548965444221,867,185
39,216.37834816905786,-85.91019416651308,1944,139
40,262.705986787638,45.17738574753226,162,161
