Trial, SoundSpeed, SoundAngle, MovSpeed, MovAngle, soundStart, startDragTime, endDragTime, randomHorizontalInterval, randomVerticalInterval
0,87.28507340101729,209.56544018586624,97.03505317107813,206.43242229472585,1740664282622,1740664290988,1740664292979,395.15320672739176,696.5734058140322
1,28.251047363099897,135.92367415967658,49.05842122674094,136.67239436108923,1740664297480,1740664303010,1740664306961,1478.1280080339552,1526.5714310806682
2,120.40652990553697,195.60579821631148,49.609202768764426,197.778561080596,1740664311463,1740664318532,1740664322427,258.6925324759468,926.1706667292581
3,32.510813057973415,45.04814702702299,39.313660549370326,308.1075768775149,1740664326928,1740664335364,1740664340310,1306.091721378929,1303.8984830714967
4,72.5670999855041,293.94903057553154,68.05925539682563,293.7820304232214,1740664344811,1740664356051,1740664358893,1018.4435559238914,452.3551302170904
5,121.22253468966103,11.414383339759354,102.63672618552044,8.835373213449486,1740664363393,1740664371089,1740664372992,252.47225511934454,1250.502599448247
6,34.59705794983072,313.92280580881015,65.20323753927605,301.4716845336273,1740664377493,1740664390441,1740664393408,1250.0216688659912,1203.8814181098828
7,49.276383496022135,147.33605723289452,62.96536416123745,147.05078488340956,1740664397909,1740664407707,1740664410773,723.1816595157227,1128.0320818731116
8,35.7395383904131,308.39133635897167,61.340714484457614,290.10869987513416,1740664415274,1740664452395,1740664455572,1351.637539604829,1070.9619817869573
9,33.14643194742367,216.1676705465197,42.13323700538488,219.12260739335687,1740664460074,1740664489732,1740664494321,1121.12244632394,1533.6345352832134
10,80.30026892475006,126.98309262088765,70.90545119483991,239.33992850134223,1740664498822,1740664506832,1740664509570,621.0282420542073,467.69108962684027
11,60.15634536892338,114.63744665615155,83.01763767630847,106.18920625702697,1740664514071,1740664533986,1740664536319,1196.2832201115812,548.6472422026959
12,75.54553187856553,318.3899669046471,93.13680664358404,302.5393744635586,1740664540820,1740664564125,1740664566201,531.1236638313676,598.0080283226096
