Trial, RandomSpeed, RandomAngle, UserSpeed, UserAngle, StartMovementTime, THor, TVer, THorSecond, TVerSecond, randomHorizontalInterval, randomVerticalInterval
0,82.91089216596735,151.7034075937329,75.49248945802178,155.99943351687295,1740396935460,1740396937173,1740396938097,1740396937608,1740396939074,410.9391986139711,763.3056646620392
1,35.90392215011084,50.837132213367454,40.86329483484617,49.39452257069041,1740396942886,1740396945506,1740396947570,1740396946634,1740396948537,1323.0841794396663,1077.6540564917782
2,72.46657272806652,242.6699340679018,47.351443547523814,231.19534898599017,1740396952353,1740396956257,1740396954892,1740396957268,1740396955705,901.6984033842831,466.0006292113486
3,65.58400820178424,197.69334743080515,44.91364252055348,197.91878459315717,1740396961069,1740396964751,1740396966443,1740396965453,1740396968614,480.1407913921639,1505.0832534016222
4,58.511996941251695,201.3614013223613,49.35789582062951,231.00900595749454,1740396972419,1740396975034,1740396976966,1740396976000,1740396977748,550.5364432193094,1407.5939831712365
5,29.15116656989947,316.8545300810385,28.936563502213634,315.68368806794035,1740396981552,1740396984184,1740396986099,1740396985633,1740396987583,1410.4857539686227,1504.8823536083542
6,71.94397764525148,286.0257537998935,38.167220287724284,317.3891515419744,1740396991385,1740396996985,1740396995005,1740396998053,1740396996166,1510.4575745046136,433.8515919918858
7,125.59834718878766,143.15938455422304,47.97914439438425,137.0684744214226,1740397001869,1740397003695,1740397005133,1740397004549,1740397006051,298.4564476712046,398.3659202295413
8,32.1281487473739,316.7455363843381,31.077535403941333,311.25235502523395,1740397009852,1740397012733,1740397014801,1740397014197,1740397016085,1282.0789057560805,1362.6772846062906
9,123.36859675993672,191.4923006242317,62.575448005793135,202.25254803313908,1740397019902,1740397022731,1740397023666,1740397023249,1740397024932,248.14872816364453,1220.5294670775727
10,155.8398321493772,241.58096884505767,93.48000549286184,236.92136619813024,1740397028736,1740397033505,1740397032666,1740397034093,1740397033049,404.4940571772334,218.8827866275659
11,32.904008206483155,133.76653129679005,24.079763969995863,130.48306268967104,1740397037901,1740397040017,1740397042353,1740397041936,1740397043991,1318.0782944499351,1262.5144766746976
12,130.14078696733628,254.74952037858037,58.98737325972087,234.46232220802563,1740397047801,1740397052015,1740397050802,1740397052890,1740397051427,876.3693928078269,238.93360105697838
13,97.53876468476383,342.71221870469554,91.62550734104077,332.24145939894,1740397056701,1740397060899,1740397061701,1740397061269,1740397062404,322.12214942376113,1034.9924949421472
14,106.84229797648668,285.1887089697627,75.88912788010398,288.55941447691043,1740397066219,1740397070132,1740397069132,1740397071374,1740397069549,1071.7127500219995,290.9511339279922
15,35.95539164923802,230.94296498607198,27.639511370880598,225.1119785796018,1740397075185,1740397079044,1740397077007,1740397080582,1740397078539,1324.1954821655565,1074.4966779800013
16,33.36715779420105,222.49139646679865,23.44313759800451,231.55131276413078,1740397084384,1740397086877,1740397089566,1740397088935,1740397091200,1219.3023391516049,1331.036216565214
17,118.2099359236701,248.81301635205938,50.98518486795071,236.21007065006188,1740397095001,1740397098324,1740397097107,1740397099382,1740397097815,702.2048013158708,272.1837828688796
18,45.28281785912001,235.56257939762827,25.159115144005145,220.95992072448135,1740397103185,1740397107469,1740397105140,1740397109048,1740397106959,1171.5228563304654,803.2828023744142
19,72.39569007644492,16.960948980435887,84.107978214782,16.498148436700944,1740397112851,1740397114417,1740397115259,1740397114789,1740397116515,433.23330959550685,1420.5043303546404
20,103.14023699736326,247.99058471823906,43.21080891621013,236.35216263369426,1740397120318,1740397122786,1740397121616,1740397124039,1740397122450,776.1418757548558,313.73004373927796
