Trial, UserSpeed, UserAngle, horizontalInterval, verticalInterval
1,93.79577117996072,-55.52161455513314,565,388
2,179.35794923153824,-5.367736847156145,168,1788
3,90.6417792148335,-14.588918732874635,342,1314
4,145.14002019164064,10.175510843043208,210,1170
5,169.176644306313,82.16606100170968,1301,179
6,99.72913576220874,24.659126735937942,331,721
7,134.41509294997178,159.04251955900517,239,624
8,93.67146438959028,107.05478580737443,1092,335
9,146.5159843016164,-161.43149482337205,216,643
10,47.61716088377625,-138.98352581385066,835,960
11,58.845330602301416,-51.10860826948462,812,655
12,225.2434658684622,-42.27368900609374,180,198
13,104.53898338245166,-129.51696141571597,451,372
14,103.91713499512322,33.945053735385144,348,517
15,42.92724924573625,137.42682492044307,949,1033
16,197.56281288306135,133.40146290732403,221,209
17,135.85088211432387,41.08920311449718,293,336
18,102.19774400811079,25.414552255868568,325,684
19,102.94273033484896,-110.92450174492117,816,312
20,76.68358581105528,-26.722890390779877,438,870
21,64.91133033985219,-144.03761234829204,571,787
22,176.08544392680997,-108.82471001824008,528,180
23,125.5303585415428,-166.28518810812156,246,1008
24,120.18094217472581,22.40212959195907,270,655
25,146.42327335908462,116.02268048064026,467,228
26,166.00654595886817,165.10409777849273,187,703
27,72.9989561128693,151.4175875437614,468,859
28,172.94648748079254,-46.283397482082904,251,240
29,91.49261913003623,-35.54728634119054,403,564
30,101.86718153086387,-36.42373576585595,366,496
31,217.6485783060834,-44.11859600341786,192,198
32,143.25465751909883,-70.6169806065374,631,222
33,168.02636203851125,135.11345684083992,252,253
34,100.24097480556068,133.85018005751607,432,415
35,115.74074074074075,53.13010235415598,432,324
36,186.97106641134727,71.6997061101582,511,169
37,180.54191385861824,-26.077957453958014,185,378
38,120.73807798848964,-66.9649555108147,635,270
39,86.37720099162692,-123.39570647799111,631,416
40,86.28365107739162,-41.18592516570965,462,528
