Trial, UserSpeed, UserAngle, horizontalInterval, verticalInterval
1,43.420449983499886,-131.53441178925854,1042,923
2,125.1663455574748,44.492970939085225,336,342
3,156.65931395314274,-76.42727771884033,816,197
4,156.40028254571848,96.35107137984076,1734,193
5,104.76730397716038,96.13816564433306,2678,288
6,73.05113274209585,-99.18054195762616,2574,416
7,68.82105828352309,18.249526235578077,459,1392
8,47.84675456486316,-40.77776979385731,828,960
9,215.3624714273749,45,197,197
10,249.14118605692053,131.98721249581666,180,162
11,21.122006878731458,-117.13623251071053,3114,1596
12,23.57077158696567,-135.8114105540611,1775,1826
13,143.14193194447517,41.07128280744854,278,319
14,20.842773262454394,30.70300963636322,1674,2819
15,153.59606350375986,78.96037963400187,1020,199
16,18.1687492923934,-104.30217133671715,6684,1704
17,8.580378141729414,-45.428696518039004,4982,4908
18,19.575378671349668,135.81921039155282,2137,2199
19,39.48572032637189,40.286596675751746,996,1175
20,122.93822157132409,84.88671316887074,2738,245
21,211.65238123682894,44.28562580424113,198,203
22,156.32760817069502,178.19452499410193,192,6091
23,61.93587304324338,-138.9793824526782,642,738
24,20.92813664878605,-63.84515724556662,3252,1597
25,97.38164759749215,-71.42296646024322,967,325
26,27.783875657399044,-54.15780948498731,1844,1332
27,246.19488103853607,104.7376748723035,479,126
28,256.25816070989913,-73.65521033078868,416,122
29,121.25693858561401,-79.04593735660167,1302,252
30,165.91256865366873,155.31723126593278,199,433
31,159.6762437375465,-92.04579679795464,5263,188
32,175.9560997426608,-168.48378298251362,174,854
33,172.85705368678126,-175.89591371021345,174,2425
34,166.87684908802916,-177.1240364744236,180,3583
35,195.45413427748463,70.33025823725465,456,163
36,217.89021646274674,18.278189215398758,145,439
37,178.5481519250221,16.234575567162896,175,601
38,187.64320975275945,9.284094261152703,162,991
39,74.6382746441102,55.79525853229347,715,486
40,227.389857987293,24.51179251749915,145,318
