Trial, RandomSpeed, RandomAngle, UserSpeed, UserAngle, StartMovementTime, THor, TVer, THorSecond, TVerSecond, randomHorizontalInterval, randomVerticalInterval
0,53.83734395380033,112.65986826605916,87.21611070458546,125.59266412779311,1740665315322,1740665327509,1740665325632,1740665328101,1740665326055,1446.385181511024,603.8460098508499
1,127.36149156950313,66.66135915144463,124.7823957560068,58.48989213701822,1740665331914,1740665337815,1740665336311,1740665338275,1740665336593,594.5757727522623,256.5402817202936
2,32.56027666067643,318.6094583357306,24.813359949846582,322.25377973521705,1740665342080,1740665348887,1740665352809,1740665350416,1740665354784,1228.1301649205411,1393.5038939449507
3,32.02687856784714,131.3669272054343,21.304456505645923,143.93561384258174,1740665358595,1740665368287,1740665364477,1740665370029,1740665366869,1417.3752380851824,1248.1310429319335
4,116.76598849108309,127.0203080769922,39.06719151705382,141.66334876171453,1740665373845,1740665382569,1740665379931,1740665383548,1740665381169,426.71476415073704,321.7898321836187
5,103.79346391794168,148.53776742014816,36.83546763014863,133.83187482848433,1740665387361,1740665389435,1740665391679,1740665390611,1740665392808,338.85208645285593,553.7753833141779
6,79.88196929410334,252.35582908139708,147.03687997299375,235.69348268436653,1740665396610,1740665406362,1740665405500,1740665406724,1740665405747,1239.0245287658627,394.09330789329414
7,30.86291644774908,218.50273616404434,28.56047601227992,224.90357501612115,1740665410527,1740665414334,1740665417890,1740665415817,1740665419378,1242.0995929950384,1561.380144687476
8,30.909420854271612,142.40388520294994,27.572751894538946,144.11053339169962,1740665423194,1740665428051,1740665431081,1740665429394,1740665432937,1224.9651421206258,1590.8728015913223
9,81.45346926897028,289.05547854310106,44.51740115442951,303.59225616128185,1740665436742,1740665445824,1740665443905,1740665447042,1740665444714,1128.1072459703669,389.6607187402064
10,76.69209392564231,327.07061658107705,44.43330806402647,312.3106301869924,1740665450859,1740665455928,1740665464311,1740665456931,1740665465224,466.0495799668239,719.5935185605674
11,123.07862064996736,125.72214100759646,61.954639682572406,127.57905255320856,1740665469041,1740665479821,1740665478359,1740665480615,1740665478970,417.4780462917007,300.2331049810238
12,49.09300792786568,127.62330488051987,48.115594238854776,128.61781795049512,1740665484424,1740665490271,1740665487997,1740665491270,1740665488795,1001.0117001865377,771.531617267509
