Trial, UserSpeed, UserAngle, horizontalInterval, verticalInterval
1,111.08700631570929,-51.30785778799191,432,346
2,132.1541110476082,-58.94059117029002,440,265
3,72.3695530049744,-104.40786908807178,1666,428
4,117.41728456355261,-104.57950354248436,1015,264
5,104.57973527766815,79.23627266033998,1536,292
6,131.06981697018227,5.642354895566788,230,2328
7,75.24135624262789,112.31698259136913,1050,431
8,84.89454626057362,101.79342968491048,1729,361
9,180.6141550508783,-174.04871432601138,167,1602
10,48.013788072679475,-67.35757864633524,1623,677
11,68.89599133250678,-160.4772044035396,462,1303
12,25.23401310908023,-138.352548614843,1591,1789
13,132.28238923136658,-49.330979878838896,348,299
14,131.23939607785246,152.37574238956626,258,493
15,133.82766591789024,107.46314269492363,747,235
16,211.71260181034597,137.563770211465,192,210
17,52.650010203264976,-53.591225432227645,960,708
18,146.2679850136609,-71.72289039077988,654,216
19,84.81040024363791,-52.64574815327949,583,445
20,228.28590390731017,-41.32829990162929,175,199
21,83.66436675144716,-74.01392758901528,1302,373
22,161.53550230970862,-14.697319279511905,192,732
23,108.79180976591887,-32.23392915666771,326,517
24,69.6704497667714,-114.97074923611986,1020,475
25,70.29374826990164,-108.48601456654238,1346,450
26,117.72752982995172,-113.08146494280093,650,277
27,188.28297365202042,-169.59228868750995,162,882
28,78.09681071908474,110.45885630344647,1099,410
29,257.25727961344876,43.95837332399003,162,168
30,164.4845004384769,78.69006752597979,930,186
31,238.8159568792713,72.11311770816276,409,132
32,92.39090253129501,-133.8155987556021,469,450
33,106.5365880798126,119.95231556798416,564,325
34,89.662794476699,167.28374331205185,343,1520
35,51.254172763683286,156.5527273763305,638,1471
36,309.29730791877853,137.29061004263855,132,143
37,66.28114804831377,137.18716241467263,617,666
38,115.18680838824262,-100.63681630668863,1411,265
39,174.25858991741623,-95.65538552256562,1747,173
40,227.6874011059033,-97.83125718496993,967,133
