Trial, UserSpeed, UserAngle, horizontalInterval, verticalInterval
1,227.4515200356977,-55.522797588391725,233,160
2,181.62325255786493,-12.20993941715421,169,781
3,135.98736723855106,-23.73898214887493,241,548
4,102.5575388070818,57.200468727380795,540,348
5,89.69843481731755,122.8243112912162,617,398
6,176.62167126478488,148.59887960040575,199,326
7,160.89253430038184,125.13419305691563,324,228
8,184.7981724048319,163.8604257433855,169,584
9,199.17029040527763,163.61626882943645,157,534
10,204.9618529702247,151.21815448218183,167,304
11,158.3357188999615,-12.404940014640554,194,882
12,156.57843130835266,-20.081977484180754,204,558
13,138.42891155866377,-31.06395891245077,253,420
14,192.0277638608427,-44.22227700573638,218,224
15,146.52295317101428,-78.42026456866084,1020,209
16,155.48810246351522,-77.01999823527602,859,198
17,112.0925969792832,19.54486232662877,284,800
18,181.7819585580948,10.784297867562602,168,882
19,171.86565858502567,15.335889324247661,181,660
20,128.5222426675209,34.13274134078333,282,416
21,134.68256861292082,72.15815400293681,727,234
22,132.37741693278127,139.50704042705027,298,349
23,184.19822293194832,39.143986414571046,210,258
24,187.33655215951188,138.14495746469802,215,240
25,140.78084917964432,53.821922955827304,361,264
26,171.22450363709595,-43.61408214918781,242,254
27,218.97044685576444,-35.83765295427829,169,234
28,75.61553160276591,-26.930153614974827,445,876
29,43.24920167573278,-6.396748232736278,698,6226
30,165.86123193225998,-59.93141717813756,361,209
31,163.21107936362904,-44.33892418841457,257,263
32,157.28086295033182,-92.98081212864095,3668,191
33,220.14490735809537,-43.21935755400131,187,199
34,222.82359825511995,-43.9474400583059,187,194
35,177.80360611437763,-16.530675533191804,176,593
36,73.23717407156458,-61.300199428949824,853,467
37,171.194737365172,13.207205998154615,180,767
38,162.84428907138994,163.6389225446537,192,654
39,174.88041576892934,-38.102572442248245,218,278
40,238.39233397316886,-39.462315411567204,163,198
