Trial, UserSpeed, UserAngle, horizontalInterval, verticalInterval
1,273.79271254271146,42.23867784056866,148,163
2,56.38498518988929,47.12671748754042,782,726
3,57.51512128245141,133.99082912252337,751,725
4,55.85685011530235,-133.86930904876203,775,745
5,59.15350367587495,-41.19645941444425,674,770
6,230.8220160033895,-10.060689795322972,132,744
7,239.22310726685012,80.91253749019384,794,127
8,269.5677991235687,170.01747819897747,113,642
9,55.56756886644428,138.57633437499737,720,816
10,213.13197749088204,100.15945810817645,798,143
11,147.61522881418753,166.50675470302795,209,871
12,133.87296290822783,40.79333149190501,296,343
13,118.22929573129849,133.008598530428,372,347
14,112.41179119534837,-135.68296369890834,373,382
15,118.29088183947597,-43.563916358154195,350,368
16,279.52294231551787,-18.234263901010596,113,343
17,267.07043558506325,-6.242770748167015,113,1033
18,355.83862146520704,-7.316675926028844,85,662
19,77.37323921559094,-24.471620533704897,426,936
20,74.94357942405338,-158.2443392898673,431,1080
21,76.9961708134273,133.02864094259894,571,533
22,66.80277022943751,153.22843709580178,503,997
23,75.38972334344292,23.523777414054162,434,997
24,72.41441389151703,-63.72952607058945,936,462
25,67.3934241859642,-150.3922717134118,512,901
26,283.7934362742047,-135.1916239661743,149,150
27,105.30002040652995,53.591225432227645,480,354
28,155.33055950874814,-39.13612798923106,249,306
29,56.46317535240371,-132.5302463444522,786,721
30,60.31533777568629,135.52937024824197,697,710
31,65.79255561692929,45.71060888949713,653,637
32,70.19655231434197,-48.34434514604386,643,572
33,201.39230600247512,-73.95637484028636,539,155
34,302.92806414588233,-82.02724148592834,714,100
35,263.47920489780194,81.92925098736835,811,115
36,456.9106708221106,43.15238973400541,90,96
37,446.47256977079115,-138.29611597254632,90,101
38,378.3196657160826,-56.58627653462849,144,95
39,38.4097513878563,-119.7919608093647,1572,900
40,74.36149786276853,-65.03890875299437,956,445
