Trial, UserSpeed, UserAngle, horizontalInterval, verticalInterval
1,86.62992877135518,-32.58635953175138,411,643
2,134.07087757500807,-168.9359706492505,228,1166
3,286.84165684198854,133.838758091686,151,145
4,285.4345989392018,47.30596672399503,155,143
5,25.890383340578808,55.619655276155136,2052,1404
6,165.43200627562393,-70.8209919741893,552,192
7,193.42909797723973,-105.56500368640333,578,161
8,188.458825286244,-71.35820810630068,498,168
9,176.5657682377208,-123.60384369413535,307,204
10,174.57137438018074,144.91805376393768,210,299
11,217.66748588501775,-129.64866839133788,216,179
12,130.3730885277207,161.25353390639538,243,716
13,179.96111045309263,150.2551187030578,192,336
14,167.82048097603032,-141.63251461513846,228,288
15,78.436664468555,44.36458302538991,535,547
16,193.42909797723973,15.56500368640332,161,578
17,89.84162291078748,49.674163711130774,516,438
18,145.55990355717762,12.371055410876828,211,962
19,194.92136490841148,80.60666132530694,943,156
20,80.89522171815916,-69.08823473857043,1039,397
21,166.20865048318132,-77.33121316716861,823,185
22,264.0577892286434,-40.763605200941164,150,174
23,245.94870441844128,-23.491718666004637,133,306
24,198.93843038729233,-14.834500844710142,156,589
25,272.5538791456107,-16.837472625676384,115,380
26,265.82296701024023,-8.120062792402573,114,799
27,132.76149871173536,-105.05431655960484,870,234
28,155.03899995120054,-108.46307635110578,611,204
29,254.87726600772055,-94.06111674746784,1662,118
30,99.07908143070765,177.85876871809364,303,8104
31,235.03989718492753,144.9041832129739,156,222
32,170.9688714399897,101.39676298918558,888,179
33,156.1964661288007,21.89725379225735,207,515
34,203.53548330734498,70.88027367006885,450,156
35,219.65155983082082,17.233640651784214,143,461
36,219.32525287782764,-16.95667616623314,143,469
37,211.3652205716314,-9.716232478178565,144,841
38,132.40751556370725,-66.53458094345332,569,247
39,173.78049542230022,-105.32933599252362,653,179
40,188.07776975076243,-169.9383289109265,162,913
