Trial, RandomSpeed, RandomAngle, UserSpeed, UserAngle, StartMovementTime, THor, TVer, THorSecond, TVerSecond, randomHorizontalInterval, randomVerticalInterval
0,56.246704985704135,157.15380837521764,52.53938550024763,149.16499781189953,1740576034920,1740576039429,1740576041226,1740576040094,1740576042340,578.768729817555,1373.7351614472066
1,38.268047602135915,317.3531869815065,52.85781200673699,317.2422567850687,1740576046145,1740576052343,1740576050132,1740576053116,1740576050968,1065.8016951241282,1157.1516726272098
2,69.91244725799748,150.20306550778298,35.80175354540594,143.2350155434043,1740576056928,1740576059875,1740576062182,1740576060921,1740576063582,494.4826829183227,863.5225648650626
3,51.361144451913304,138.20256089785386,43.33848205519233,141.54164844174585,1740576067395,1740576072576,1740576070146,1740576073460,1740576071259,783.4937590749846,876.3689111018272
4,60.092989091710145,337.90644704821307,68.27606386312704,337.096049852094,1740576077261,1740576079498,1740576081166,1740576079975,1740576082295,538.789053748532,1327.3058663334687
5,42.354441031242814,124.59145923213794,27.907585383859587,128.5219027789646,1740576086112,1740576093475,1740576090419,1740576095201,1740576091793,1247.6343169251636,860.4108079883538
6,157.8788232659832,288.3362921176664,83.50846484487367,287.1688712536833,1740576099011,1740576105114,1740576103116,1740576106331,1740576103492,604.014339418874,200.18317174593005
7,75.65987873275256,131.90341836385016,44.093279075182735,121.50426671920422,1740576110145,1740576115663,1740576113269,1740576116965,1740576114067,593.6892037944632,532.750796310652
8,34.50761125750312,317.3475081559194,33.90110241662389,314.79398330271204,1740576120777,1740576123531,1740576126119,1740576124787,1740576127366,1182.054405238236,1283.1131816980899
9,34.66000617292473,52.370075049994796,34.31176750856416,45.06950556175576,1740576131178,1740576135631,1740576132745,1740576136869,1740576133980,1417.6370780476393,1092.9075216220476
10,49.01235617643631,332.08482672770486,27.703237840100527,320.5699701124777,1740576140678,1740576143209,1740576146160,1740576144611,1740576147865,692.6908979925813,1307.4280774278316
11,89.51552062375305,222.07670589299255,136.65095884897744,229.20267950371937,1740576151678,1740576156466,1740576154375,1740576156802,1740576154665,451.5165497591525,500.1118591306898
12,37.57010875917356,234.72797189708325,32.63568362912553,222.40939642525566,1740576160612,1740576164690,1740576161896,1740576165935,1740576163259,1382.7942371391864,978.0597301648552
13,27.875084078742674,226.138602129496,28.586189111149885,219.49679443151135,1740576169744,1740576174970,1740576171608,1740576176330,1740576173258,1553.189145540559,1492.6531147511625
14,92.33031691925477,288.37029642396385,83.47806891038834,284.38044193193645,1740576180145,1740576186513,1740576184490,1740576187960,1740576184861,1030.9791197641857,342.3675765137598
15,38.294341519796525,135.41714850285092,41.9949158464416,131.9812840174361,1740576191762,1740576201078,1740576198653,1740576202146,1740576199614,1099.923866076575,1116.0578606054796
16,59.81052415927556,65.52633720252686,43.36109947851405,50.941519793752775,1740576205961,1740576211291,1740576208584,1740576212390,1740576209475,1210.751478917739,551.0992440705351
17,51.14998778578284,157.61719750479415,34.63511570829246,143.75464072878606,1740576216195,1740576220375,1740576223384,1740576221449,1740576224849,634.2981943612873,1540.2347971018603
18,55.666054825511786,41.960361681863844,47.62596548771664,42.691453798715145,1740576228661,1740576235485,1740576232747,1740576236342,1740576233676,724.7479779876824,806.0348804406468
19,103.97707660362121,77.77305122074438,90.95938967998201,69.99303614290608,1740576240144,1740576244229,1740576242475,1740576245193,1740576242826,1362.3524869959235,295.2218310786113
20,106.79905928006586,114.183652845893,86.63892979565367,107.95915767975794,1740576248995,1740576252893,1740576251256,1740576254015,1740576251620,685.6892187611858,307.9258349681718
21,43.93037314632857,124.11093830459345,40.24356459037113,134.26652368940194,1740576257828,1740576263179,1740576259300,1740576264247,1740576260341,1217.728940243483,824.8035608411637
22,36.33845501682907,36.804515760756544,32.903358806661174,42.71824173388126,1740576268061,1740576270116,1740576273985,1740576271357,1740576275329,1031.0828446108023,1378.0504376704407
23,36.01218516080119,314.59255908233837,46.746300949797465,319.98051364882815,1740576279144,1740576285409,1740576282301,1740576286247,1740576283299,1186.580462980407,1169.8233557996377
24,48.91031757186257,43.02637098746305,37.51801739841549,42.525795531829544,1740576290061,1740576292292,1740576294878,1740576293377,1740576296061,839.0344508613249,898.924435959192
25,67.70162164368459,16.475462448556698,43.663113654291045,28.115302790447174,1740576299878,1740576303336,1740576305791,1740576304115,1740576307249,462.0938294096313,1562.459501656801
