Trial, SoundSpeed, SoundAngle, MovSpeed, MovAngle, soundStart, startDragTime, endDragTime, randomHorizontalInterval, randomVerticalInterval
0,33.30615241805542,130.80786057392032,31.053920609447857,142.35908768201523,1740407376481,1740407381415,1740407387637,1378.2720457052487,1190.0225299403792
1,57.182845791138945,65.5785817969765,36.85804480055656,78.69006752597977,1740407392138,1740407396813,1740407402070,1268.930754052621,576.1845724315077
2,146.25988101130534,8.894386087892428,83.40189333683276,7.672411599779537,1740407406571,1740407409485,1740407411820,207.61086363228367,1326.6256545566673
3,160.91280183976758,293.71627156577256,69.9292766285169,297.6210749830755,1740407416321,1740407419077,1740407421853,463.5324763696522,203.63355671237585
4,78.44285619677692,213.4773877463812,102.7185067656881,204.05252941304886,1740407426355,1740407433716,1740407435603,458.50900463015114,693.325900196269
5,60.064165842891484,44.94721666496082,53.37853529048108,47.70651286770283,1740407440105,1740407442656,1740407446303,705.7015642531427,707.0030088014048
6,85.0219556337101,235.81140733531348,66.19988209609687,235.98065001017352,1740407450805,1740407453971,1740407456887,627.9378771409222,426.56340473976053
7,52.0748357145441,32.28427327929728,52.73809428867818,30.14966170101576,1740407461388,1740407464708,1740407468370,681.4386314434364,1078.5846774210818
8,39.12270040951471,224.08952125077477,68.30907513338576,224.79012628843245,1740407472871,1740407483027,1740407485853,1067.6149418624036,1102.0964061121954
9,57.834103021552934,115.52466959065009,54.59207045508989,135,1740407490355,1740407494371,1740407497920,1203.8186847698507,574.8284334550117
10,41.93979731854872,209.6515183373918,46.09332226686321,193.7490489834193,1740407502421,1740407506171,1740407510370,823.0949593898309,1445.8804959397287
11,27.678680622776405,222.9427467134387,34.99996790661854,217.87498365109818,1740407514871,1740407517165,1740407522703,1480.6217531759605,1590.9567911819981
12,61.98811125303733,65.27436387865947,40.19212633406661,53.42696902148066,1740407527204,1740407530718,1740407535520,1157.0509127036935,532.8113152318065
13,46.07727701792271,59.49882077930846,47.96426818423043,61.31874657329854,1740407540021,1740407542830,1740407546870,1282.7747422950247,755.647631234786
14,149.5457865476779,116.0813610220423,67.51160308974873,122.22335523074793,1740407551370,1740407554397,1740407557286,456.2921020463185,223.3511620213705
15,30.79174754285951,41.44946140742229,39.498163367441016,38.290163192243085,1740407561788,1740407566286,1740407571189,1299.8467691020169,1471.8234536441032
16,35.983865025121446,311.30124029520584,78.81583683964368,311.43673193709384,1740407575695,1740407586030,1740407588484,1263.1581006298609,1109.7599552336674
17,77.54207347889357,345.9939991868016,63.13034344616522,352.58134993988654,1740407592987,1740407595337,1740407598404,398.74116153562727,1598.5501915025202
18,75.15642582677292,49.85847607726765,36.50857715591224,39.12260739335687,1740407602906,1740407605809,1740407611105,619.1735655669588,522.1599525231576
19,44.36827092835853,46.062102716463016,67.01071210649812,42.27368900609372,1740407615607,1740407619855,1740407622739,974.46324286257,938.9891500702232
20,77.77958849627406,20.339287463360222,77.95172217806278,21.801409486351815,1740407627241,1740407629670,1740407632157,411.3528162408954,1109.692085769597
21,62.50133144412042,47.105188701482064,180.80908623156878,34.176988773792914,1740407636658,1740407641407,1740407642490,705.1885436585891,655.1826358302246
22,87.64134131368134,12.57697603259794,112.59532147774581,8.004728857292832,1740407646992,1740407649168,1740407650890,350.7199649250824,1571.9979173886054
23,112.44530022527233,343.6703882549855,104.6912617180134,337.1519571283837,1740407655392,1740407659012,1740407660857,278.0113354503978,948.9038523569596
24,38.86548342440171,121.02442084795467,51.41374595937757,127.8749836510982,1740407665358,1740407669404,1740407673174,1497.6485964380208,900.7470794060432
25,137.29887788746987,300.51829251399545,94.21808684230444,306.3968782213016,1740407677675,1740407681333,1740407683390,430.27893891919825,253.63873709007623
26,33.46906801889435,313.4982015008687,48.39598969529473,317.3073729969622,1740407687892,1740407692048,1740407696040,1302.2063174402795,1235.6699700771221
27,63.720163850033636,210.57840669258974,55.88395610820948,197.1244896134725,1740407700542,1740407703110,1740407706574,546.8580469936242,925.4823276272361
28,58.92144358057619,203.1021308380668,56.91084155010003,209.08338148465984,1740407711075,1740407713776,1740407717174,553.5428052954778,1297.6292173060717
29,54.43121357282962,48.43635896932835,40.455211528300886,35.98395105198978,1740407721675,1740407723728,1740407728524,830.7379145370321,736.6214416131018
30,40.226743310751914,141.59396260629012,40.42998666190739,143.84181456019166,1740407733025,1740407735828,1740407740607,951.6920345076861,1200.4766330488494
31,54.55773964479148,223.2876172681644,74.9415978791649,220.18425546260553,1740407745109,1740407748121,1740407750706,755.4064024224004,801.9649829655343
32,98.22324416833553,289.9425516175643,89.19160969689739,278.63341982736375,1740407755208,1740407758141,1740407760307,895.4751902005285,324.9098817007956
33,40.94144793013796,138.93450254942752,43.4492866497817,148.12040315297725,1740407764808,1740407767962,1740407772407,971.8746636611354,1115.436070743719
34,44.837253352561255,136.91293408911508,59.271750787115344,142.7746005283867,1740407776908,1740407781344,1740407784607,916.1596072961208,979.4726031184811
35,97.46854485042898,108.82752402641074,73.26051094001828,128.0572049615729,1740407789108,1740407792056,1740407794691,953.740739962483,325.1911751440738
36,65.79101946068413,155.44276675167805,71.15361818472729,163.81079374297303,1740407799192,1740407802418,1740407805140,501.3369277035323,1097.1777855416447
37,79.95590444964041,238.7816680019112,105.37055469007558,235.98065001017352,1740407809641,1740407817442,1740407819274,723.9172954278185,438.7365322760984
38,40.76251285970483,231.63425091953425,37.3999044864091,221.01880134357836,1740407823776,1740407828467,1740407833641,1185.7499780191918,938.6602801044927
39,59.518362959257374,242.26131942348312,81.25522211661054,238.93483511450137,1740407838142,1740407845857,1740407848242,1082.9461940638168,569.4924129610238
