Trial, UserSpeed, UserAngle, horizontalInterval, verticalInterval
1,194.8222874800124,-15.758373736239623,160,567
2,193.27057620082783,-14.036243467926479,160,640
3,203.4427117903451,104.03624346792648,608,152
4,63.19336803662211,135.6399113610993,664,679
5,99.48226991774824,-140.29008120537128,392,472
6,193.864900125817,-35.88516844816483,191,264
7,153.61295119718977,-54.46232220802562,336,240
8,155.86056152603535,63.5411503315335,432,215
9,184.55617584138386,22.54306100005788,176,424
10,127.00012217050815,37.05652818940958,296,392
11,111.28327608929114,38.61125252036401,345,432
12,63.67063639493102,37.38616757626306,593,776
13,103.59670403189774,-120.18216375216167,576,335
14,87.66684672390258,-134.52649194126508,488,480
15,101.35955964080799,-47.72631099390627,440,400
16,100.87050970782084,143.9186948463671,368,505
17,203.0181528641527,143.4269690214807,184,248
18,258.9285714285714,136.39718102729637,160,168
19,205.32864272377074,60.42216131873867,296,168
20,54.51822944342159,61.86638943936791,1167,624
21,138.0515394302523,25.114834886144564,240,512
22,237.81953549348708,-48.66575029263038,191,168
23,226.46977414921855,-136.37483478056942,183,192
24,173.61111111111114,-126.86989764584402,288,216
25,182.41298227702453,26.012375912129837,183,375
26,185.89006046293292,-28.705952543401093,184,336
27,23.272988178972795,-39.559667968994496,1672,2024
28,120.96758998099374,109.4440575607058,745,263
29,239.6013673362825,146.01580887943578,151,224
30,222.36988092594234,142.96675060997072,169,224
31,201.68494639422352,117.699472808055,320,168
32,79.25962759969275,-46.70981404414154,552,520
33,72.66840934200623,-45.78482460299189,592,576
34,101.53946606311156,86.51182195021565,4856,296
35,98.4225179912426,34.07719528013073,368,544
36,118.6169249118872,37.54857020803044,319,415
37,117.45336297901434,37.04247477308286,320,424
38,148.06010258558553,-119.14807184571305,416,232
39,214.9836776253904,-113.355564859286,352,152
40,244.04552348209526,-126.02737338510362,209,152
