Trial, RandomSpeed, RandomAngle, UserSpeed, UserAngle, StartMovementTime, THor, TVer, THorSecond, TVerSecond, randomHorizontalInterval, randomVerticalInterval
0,47.98761454142726,335.79177365083683,88.11097142832368,331.07685561599067,1736414459859,1736414463057,1736414464014,1736414463447,1736414464718,685.4378581731604,1524.5829266963299
1,52.83920352150502,334.6768545387897,80.82328287424895,324.4877756845889,1736414468528,1736414470911,1736414472023,1736414471367,1736414472663,628.116032326082,1327.4016140856486
2,48.07922463115818,66.12688079605937,80.5636864420307,48.13783761805507,1736414476478,1736414479672,1736414478558,1736414480230,1736414479058,1541.7610179476048,682.3492490894942
3,32.60768596131836,143.2055348861096,40.87534297658406,141.0301978365108,1736414484045,1736414488990,1736414486607,1736414489934,1736414487774,1148.9021685981184,1536.0785673879986
4,52.22531853135229,57.21298412144995,33.457933317079465,47.2528029351713,1736414493744,1736414496110,1736414498689,1736414497431,1736414499910,1060.7852981640422,683.2892936555702
5,46.67562529805666,139.7201922420693,32.95500049102633,121.26543649463622,1736414503727,1736414507886,1736414505710,1736414509640,1736414506775,842.4917256324761,994.1421820051651
6,49.75208465419394,138.69499324021183,39.80998104621124,132.61517117251339,1736414513444,1736414515398,1736414517494,1736414516511,1736414518518,802.6951886717837,913.5277501708849
7,40.84891178853447,144.94573724186307,45.46533634650889,145.56864440313564,1736414522327,1736414523902,1736414525679,1736414524702,1736414526846,897.1489078810118,1278.6822882927372
8,47.18323612657636,154.1470212863003,49.14021302440169,135.56398193005634,1736414530660,1736414532094,1736414533974,1736414532949,1736414534846,706.5315855065728,1458.088545198461
9,42.060392072771805,45.8256839062455,46.47051576361007,46.5667805619762,1736414538660,1736414540518,1736414542398,1736414541457,1736414543287,1023.5582951634044,994.4746059520912
10,49.00437755426691,298.8610082997369,38.52970254796641,304.9552195547225,1736414547093,1736414551158,1736414549024,1736414552517,1736414549974,1268.297789371701,699.0122740541211
11,35.399372537017506,323.7146423024234,43.92679937068327,327.81019325574755,1736414556328,1736414558535,1736414560342,1736414559342,1736414561624,1051.3511351478642,1432.0080077682373
12,137.2965190676418,19.224480982135447,62.23882097916526,39.424799429962036,1736414565427,1736414568487,1736414569790,1736414569111,1736414570549,231.4095514661071,663.6046202152986
