Trial, RandomSpeed, RandomAngle, UserSpeed, UserAngle, StartMovementTime, THor, TVer, THorSecond, TVerSecond, randomHorizontalInterval, randomVerticalInterval
0,119.64580716682661,350.6814232210318,121.22164781920897,332.50201340608345,1736423987567,1736423996332,1736423997323,1736423996611,1736423997860,254.09328709456048,1548.5069028632347
1,75.4816532878497,287.7847703671771,85.56382566963481,296.565051177078,1736424001674,1736424017171,1736424015955,1736424017955,1736424016347,1301.2201967238782,417.39460570983715
2,73.87804370320003,165.05992491787515,220.0607224381452,166.84481302667234,1736424021757,1736424030037,1736424028716,1736424030178,1736424029315,420.28185041841607,1575.100886429409
3,55.29162285980523,207.0501570796251,80.55081541425425,205.31506306675809,1736424033990,1736424044257,1736424042316,1736424044669,1736424043187,609.2211284335792,1193.0806605805556
4,47.67008056547097,37.65794502973398,35.62760073946063,53.025476532054086,1736424048474,1736424054070,1736424056701,1736424055470,1736424057755,794.9320102748115,1030.0835656032764
5,46.95662801450705,124.93268806752985,95.01725474739831,104.41835118984017,1736424061556,1736424075654,1736424078036,1736424076922,1736424078362,1115.7390321726332,779.2970325087219
6,39.04748546354184,321.0039855157945,66.22152968161492,342.1258402462992,1736424082174,1736424091301,1736424088794,1736424091778,1736424090270,988.555659415383,1220.938215668346
7,36.27995346172269,217.98608300920327,60.82049869192511,215.90972307917767,1736424095590,1736424104394,1736424101946,1736424105003,1736424102787,1049.155817008324,1343.5307421455532
8,126.05402434005586,254.68388172437764,212.6507947527998,260.591517072795,1736424108807,1736424114763,1736424116203,1736424115626,1736424116346,900.9966054231189,246.7572351588512
9,48.772683641130754,213.51235000050093,62.22950799385976,229.07968983476863,1736424120157,1736424124578,1736424126436,1736424125314,1736424127074,737.73431837876,1114.0731478833704
10,71.35347661050261,341.57981357684207,105.06517001926547,326.1038334366361,1736424130890,1736424139075,1736424140810,1736424139419,1736424141322,443.1467601976358,1330.582942470996
11,34.417957737371985,55.827382484485554,68.79150840148806,16.571958712860635,1736424145140,1736424150690,1736424154410,1736424152858,1736424155939,1551.8187011265243,1053.531086750025
12,140.1696827515604,257.66743228984853,141.3959099712727,252.88610335162056,1736424159756,1736424167177,1736424165155,1736424167898,1736424165377,1002.062835495016,219.08176941940525
13,77.47809826753654,16.21884742038742,137.5985708842446,7.682065088403476,1736424171706,1736424180470,1736424181722,1736424180690,1736424183353,403.25499883670216,1386.310507048005
14,65.88868090359105,147.16419370085794,118.3065734538135,172.11311659522016,1736424187156,1736424195202,1736424190994,1736424195458,1736424192842,541.8927499547751,839.7000349945135
15,111.65006375101498,256.2013482267172,110.48558412878248,246.53830814466536,1736424199273,1736424205002,1736424203274,1736424205684,1736424203570,1126.5606665404875,276.6817314925659
16,76.85631493499224,55.50266698017481,58.662129029177066,65.72630933092933,1736424209489,1736424213209,1736424215793,1736424214453,1736424216354,689.196535290306,473.6244231585016
17,111.27823376458177,13.494746705765351,62.881727875082646,14.59746130071295,1736424220155,1736424225836,1736424228084,1736424226329,1736424229977,277.2489801589681,1155.291745226316
18,39.858692320934466,229.06458303666523,50.63107614267239,213.55417869611372,1736424233789,1736424244586,1736424242330,1736424245297,1736424243402,1148.732938349638,996.307241182396
19,99.62018210268305,335.6633072855663,72.12938999532275,329.6441061115489,1736424249105,1736424256202,1736424257922,1736424256684,1736424258745,330.51336345861836,730.7578256094426
20,36.50562533364974,313.0313999478074,53.060984230609925,316.0741699983726,1736424262556,1736424269884,1736424268258,1736424270669,1736424269073,1204.2677065670277,1124.2323193531022
21,32.676380792789764,220.57536385983033,16.67234261468581,220.5467012556061,1736424274472,1736424293105,1736424288409,1736424295473,1736424291177,1208.7328721737235,1411.4806682752119
22,37.91399565570784,133.09806688426698,52.95536554201579,141.99160044304307,1736424299288,1736424308841,1736424306905,1736424309560,1736424307825,1158.0907856744782,1083.6489031592503
23,42.09755254768155,317.44105545073063,43.72133518072823,313.8200272090057,1736424313371,1736424320753,1736424318522,1736424321744,1736424319473,967.4830279074654,1053.6441889629966
24,30.97692772836041,129.4841443847498,43.76517571825292,141.82224383250713,1736424325555,1736424335825,1736424333235,1736424336697,1736424334344,1523.064242713262,1254.8095433315596
25,32.51795817890895,315.1884718715046,48.431230431292065,296.96629898228,1736424340505,1736424347052,1736424349113,1736424348418,1736424349808,1300.4362928086978,1309.020012088832
