Trial, RandomSpeed, RandomAngle, UserSpeed, UserAngle, StartMovementTime, THor, TVer, THorSecond, TVerSecond, randomHorizontalInterval, randomVerticalInterval
0,39.508519415246504,150.6424619139991,196.5801540721086,162.5176248178784,1736419362088,1736419371005,1736419372496,1736419371165,1736419373004,871.2134049781552,1548.8374615126686
1,57.119318257184894,120.61748025404296,65.9248645466496,141.31140954160975,1736419376817,1736419384518,1736419386437,1736419385102,1736419387165,1031.2433413248896,610.3003475158123
2,69.02123153434995,251.71946864449754,201.71862764732455,258.0792614600777,1736419390967,1736419396453,1736419394469,1736419397173,1736419394621,1385.6891010923944,457.75056885956974
3,35.294160586216144,144.46962373474452,259.6671672849415,136.22632785989583,1736419400983,1736419406053,1736419403112,1736419406213,1736419403279,1044.4717322443507,1462.6544802304293
4,69.95853542901764,155.35130563440327,173.19266232040553,169.79829613721301,1736419410016,1736419412940,1736419419301,1736419417613,1736419420279,471.8164150493691,1028.2267537215762
5,34.58854056334194,138.41625401593637,39.89119481343188,131.23210850972976,1736419424083,1736419430696,1736419428621,1736419431836,1736419429621,1159.565569159763,1306.7966378062242
6,83.18816951670337,346.34906065617906,156.24662201131542,351.7742852531387,1736419435649,1736419441917,1736419444479,1736419442111,1736419445821,371.11152314402176,1528.0457753998096
7,31.56427320797217,315.50357876217987,34.416853694124086,317.40908137447224,1736419449633,1736419455965,1736419453525,1736419457149,1736419454813,1332.4678882835183,1356.0985964674044
8,99.63348247714495,242.18915947292436,265.7252018613904,220.73738887720995,1736419460966,1736419467679,1736419464479,1736419467828,1736419464652,645.3778109493417,340.42518545045357
9,112.25026919632633,55.03960081117924,139.28804837416874,85.66131921275172,1736419471633,1736419474989,1736419474004,1736419477836,1736419477236,466.4139844615837,326.1063969596861
10,156.2940564312321,37.151900488261106,237.29663262617387,46.600024715147754,1736419481649,1736419484852,1736419485629,1736419485036,1736419485803,240.82424244495644,317.827908981389
11,34.04524914749718,51.00006904956763,22.244692750883676,15.568207278078432,1736419489616,1736419491388,1736419492203,1736419495732,1736419497228,1400.2113073121998,1133.8659657611902
12,31.328584748078306,138.46347249269354,31.627016491114933,133.69853205918741,1736419501032,1736419506695,1736419504100,1736419508068,1736419505412,1279.2913121983809,1444.1195879926374
13,44.29594254631663,139.37006193126967,53.50619456292402,160.71897247733887,1736419511881,1736419518316,1736419514612,1736419518910,1736419516310,892.3904658670036,1040.0694718066939
14,61.95398350194843,60.87131266750856,160.18657010025663,77.27150653892852,1736419522716,1736419528428,1736419526732,1736419529278,1736419526924,994.7769416328113,554.3382989016097
15,46.65330637810341,149.7617947907944,17.438401911822748,128.558399900665,1736419533082,1736419538724,1736419545094,1736419541484,1736419547294,744.3130786697247,1276.8986705429063
16,49.10756213546711,318.37423113198946,215.54757020905174,310.1172404361669,1736419551098,1736419553739,1736419554620,1736419553955,1736419554802,817.2633507967334,919.6724241073804
17,86.99396852407955,283.1639984385834,37.68240836074016,297.433700778779,1736419558615,1736419565467,1736419561802,1736419567195,1736419562699,1514.2394204305342,354.15798876353085
18,97.48903582045841,32.669917452437744,28.86618948402151,65.95837038215728,1736419570998,1736419574900,1736419578602,1736419577451,1736419579740,365.5606929470456,570.0774610533201
