Trial, RandomSpeed, RandomAngle, UserSpeed, UserAngle, StartMovementTime, THor, TVer, THorSecond, TVerSecond, randomHorizontalInterval, randomVerticalInterval
0,61.93613997917612,122.82092929363847,66.5558319589772,116.11568172837002,1736416682844,1736416690046,1736416688560,1736416691070,1736416689062,893.6462491837945,576.3778285104609
1,65.14144250204399,313.9485661490625,57.545547445620954,316.47476881750435,1736416694882,1736416699808,1736416698409,1736416700527,1736416699166,663.5851928659947,639.6665577168899
2,118.22193743875832,110.14438435483862,98.97585697155257,111.15169138346482,1736416704331,1736416708127,1736416707409,1736416708967,1736416707734,736.8453595438306,270.2945336712124
3,146.49939374346312,14.598366081214635,216.19380369667525,65.9125476913677,1736416712781,1736416715778,1736416716567,1736416716118,1736416716718,211.61056403184952,812.4804517573543
4,29.014402253019213,133.7713038286762,36.73261421043162,135.96682099115696,1736416720531,1736416729902,1736416727647,1736416731038,1736416728822,1494.646953510777,1431.8785946352425
5,68.21629894776618,216.60115488642617,45.60661220159539,237.0378088966399,1736416734847,1736416743559,1736416741718,1736416744768,1736416742502,547.8009555918472,737.5835520113491
6,51.81064120730072,111.7962651763836,25.54399190242448,120.77983388597602,1736416748581,1736416758127,1736416755367,1736416760422,1736416756734,1559.4404192602544,623.6137566158231
7,36.22542737223429,211.61853314045845,50.98344055338307,218.51162345708428,1736416764230,1736416771630,1736416773485,1736416772382,1736416774430,972.5094054408507,1579.6463526632735
8,60.292056794516675,337.7584164933068,36.41629178728436,323.7140557958567,1736416778247,1736416784511,1736416786717,1736416785533,1736416788109,537.5757031809922,1314.5610208087428
9,133.47752998638936,280.15397712660683,75.08977414074764,295.3250764107653,1736416791913,1736416801143,1736416799718,1736416802077,1736416800160,1274.8974354258573,228.33319190243827
10,34.15580026759116,214.5815474028606,48.74340949980839,202.04194451117854,1736416805880,1736416813630,1736416815093,1736416814294,1736416816733,1066.8135999831666,1547.5003774696613
11,44.078304665714256,228.26970773715672,47.06994338642846,317.53355888839457,1736416820547,1736416828030,1736416826222,1736416828894,1736416827166,1022.5080629420129,911.9916499246143
12,34.273741421677826,133.60373419459444,44.928339840831356,131.8921053300624,1736416832696,1736416839776,1736416837669,1736416840776,1736416838566,1269.1719263096675,1208.7738302630094
