Trial, RandomSpeed, RandomAngle, UserSpeed, UserAngle, StartMovementTime, THor, TVer, THorSecond, TVerSecond, randomHorizontalInterval, randomVerticalInterval
0,55.43669241110112,225.5536660628187,78.42166189515275,221.52859082214323,1736409003778,1736409005208,1736409006231,1736409005719,1736409006808,772.8166602743917,758.0232410882612
1,56.7442272530332,109.99670858371235,58.50637610922976,125.13419305691565,1736409010613,1736409013351,1736409012247,1736409014242,1736409012874,1546.0247263026633,562.6064054559529
2,44.12871988575802,328.41826578131327,53.52417760697942,325.63620637832,1736409018046,1736409019312,1736409020782,1736409019991,1736409021775,798.0211438302088,1298.0919331767761
3,35.9490030411902,306.88454404149746,52.57179560657236,313.3694960721131,1736409025579,1736409027304,1736409028873,1736409028135,1736409029658,1390.3853057282058,1043.3444313865318
4,27.83913843113485,137.59163534126617,38.24733548783016,131.10762903900797,1736409033462,1736409036911,1736409034895,1736409038104,1736409035936,1459.483306249218,1597.8696276503806
5,32.53470338839927,49.70158162542833,34.89240252056081,44.623059520402876,1736409041912,1736409045495,1736409043319,1736409046703,1736409044543,1425.690944556114,1209.0061885252917
6,49.345185247784734,332.0286751755961,41.08925689442565,322.5238204386386,1736409050512,1736409052583,1736409054408,1736409053503,1736409055608,688.3765139935949,1296.212515751837
7,78.8508710131379,110.66897662337703,48.48501446386732,125.17777804479567,1736409059412,1736409062151,1736409060641,1736409063225,1736409061398,1077.9014922041997,406.638193557593
8,36.67108882892224,216.7548215803163,38.61549974042514,219.0938588862295,1736409067028,1736409068424,1736409070047,1736409069425,1736409071279,1021.0679249619965,1367.1357877288751
9,90.07186926316541,311.492352533792,60.434932276662906,321.64719313776556,1736409075095,1736409076392,1736409077750,1736409077025,1736409078550,502.72795501805706,444.6565138525266
10,35.90499675149398,142.6464903948904,42.57334295433274,132.25191181994626,1736409082361,1736409085295,1736409083479,1736409086343,1736409084431,1051.1142834042394,1377.1148030058478
11,101.25267590813588,247.34236004886392,71.68626280325418,238.8491389023983,1736409090145,1736409092783,1736409094319,1736409093591,1736409094808,769.133166822072,321.0674406829571
12,50.03512450377912,296.90294267774357,56.08985692898117,303.58054167704563,1736409098612,1736409099831,1736409101799,1736409100798,1736409102441,1325.0930976670988,672.3436720012814
13,88.149750736552,337.9467426348307,55.71963051642394,337.2105868115628,1736409106245,1736409107503,1736409108873,1736409108087,1736409110263,367.19573045448476,906.4146817230311
14,77.5629238445943,213.83445260301397,64.97480976727213,208.01497626729423,1736409114078,1736409115550,1736409116664,1736409116073,1736409117648,465.6387465024861,694.6588989929494
15,86.54449444300866,345.34731296196406,60.80181863690264,337.0042934926274,1736409121461,1736409122807,1736409123887,1736409123343,1736409125150,358.29535222641465,1370.3498827508129
16,140.15206937819198,81.57652002147228,142.18500247289478,80.38326192228146,1736409128962,1736409131135,1736409130328,1736409132398,1736409130542,1461.2295170988139,216.38751284112584
17,163.8833977619062,151.40031053561512,127.39129782484413,145.13885588531878,1736409136211,1736409138079,1736409138846,1736409138366,1736409139258,208.49657112671994,382.41469438335156
18,56.192092581340816,142.9740943914586,46.03914017799749,128.44581940960722,1736409143061,1736409146047,1736409144247,1736409147095,1736409145079,668.7217844536372,886.5894660418066
19,86.02830579145211,32.42943027162124,78.32524286374004,25.959465765165078,1736409150911,1736409152415,1736409153383,1736409152841,1736409154258,413.15249599744465,650.2856081306074
20,75.39819107776935,151.43154089147362,89.26132558440283,149.02334191905356,1736409158062,1736409159615,1736409160458,1736409160007,1736409161111,453.0477421356664,832.0378266648094
21,42.16001795320802,139.16730622030036,99.6838614832575,146.96154129929357,1736409164927,1736409166759,1736409167591,1736409167118,1736409168143,940.4624409192419,1088.2801615826545
22,82.14321598669062,105.38713436806438,117.77898244073354,100.43747535111822,1736409171944,1736409174041,1736409173214,1736409175447,1736409173473,1376.4088014741692,378.79365048840714
23,29.371316683926235,131.5112347933357,28.963027131234675,129.6872346973256,1736409179262,1736409183473,1736409180679,1736409185095,1736409182025,1541.1220425871577,1364.0084254130381
24,60.54229070079294,213.57852727377883,38.84163078705672,221.4837427940752,1736409188911,1736409190935,1736409193241,1736409191966,1736409194408,594.771807383054,895.9318103630306
25,73.1805292459751,296.07649343689906,54.13166569278567,298.7287026849555,1736409198211,1736409199566,1736409201625,1736409200719,1736409202258,932.6033486003404,456.4033184092985
26,37.44942196955177,42.89631497226742,26.514410637360868,50.610990949496,1736409206060,1736409210703,1736409207814,1736409212486,1736409209278,1093.4957989767536,1176.8934107123896
27,102.10805522149022,257.88942926776906,60.305444495639726,248.41079613413632,1736409216294,1736409219991,1736409218711,1736409221343,1736409219246,1400.4187937435463,300.49402970247047
28,61.09281831530672,130.0292912624323,62.40697455386634,127.8749836510982,1736409225145,1736409228175,1736409226815,1736409228958,1736409227424,763.4825882656461,641.3033739178054
29,134.79200518853457,99.44523650723403,141.29675679961485,100.59269678715657,1736409232762,1736409234717,1736409233982,1736409235872,1736409234198,1356.2374806708324,225.62393415654628
30,58.22712850267796,204.74274235705346,87.18247652241523,197.08897495635057,1736409239678,1736409241550,1736409243070,1736409241910,1736409244241,567.304465380039,1230.988610616685
31,66.78896450909824,148.32437740899775,73.92469021045805,115.06271438191459,1736409248044,1736409250672,1736409249566,1736409251630,1736409250014,527.7999269445702,855.3947417040293
32,103.66874240157584,100.76286088965554,139.0719926923177,98.30183890845223,1736409255445,1736409257640,1736409256765,1736409259134,1736409256983,1549.6209257510902,294.5651139180133
33,40.59510648659116,138.4768149123558,33.67175207359564,135.93174132485035,1736409262945,1736409266830,1736409264391,1736409268070,1736409265672,987.067771939744,1114.7678653957964
34,56.742327559820076,64.42759133082575,30.10823304536817,47.10908973725776,1736409271878,1736409275286,1736409272614,1736409276750,1736409273974,1224.8444585054972,586.1220672650725
35,56.552922333047086,338.0676803475677,54.06289452518682,332.6049066983033,1736409280560,1736409282015,1736409283559,1736409282640,1736409284765,571.8648801914946,1420.243103270561
36,46.85469798787718,237.74472127119392,43.88249613617776,216.1829882691558,1736409288578,1736409290495,1736409292472,1736409291342,1736409293630,1199.712179472378,757.1165548844907
37,43.506715229191286,117.31285902836925,45.94814873873852,131.51779775141244,1736409297444,1736409300726,1736409298679,1736409301711,1736409299550,1502.7792554629052,776.0693828656333
38,56.29062052461489,27.127152546079174,63.83755607288759,23.385221057213755,1736409305527,1736409306846,1736409308263,1736409307358,1736409309447,598.8206426612885,1168.8319223770395
39,40.23344723931687,211.55986632996562,31.304136991795094,219.33271432176085,1736409313262,1736409314472,1736409316390,1736409315711,1736409317902,875.0777178069844,1424.653585697668
